retailer_id,country_id,product_id,revenue,gross_revenue,sales_plan,quantity,quantity_returned,date_id
115,3,67,12403.44,4037.76,11968.0,72.0,,3
113,3,14,20230.0,4046.0,13821.0,34.0,,3
115,3,1,348.0,116.0,297.0,58.0,,3
113,3,7,1024.0,281.92,1795.0,16.0,,3
157,16,82,,,,,40.0,3
51,2,25,13312.0,2645.76,18133.0,64.0,,3
35,1,16,380.0,190.0,325.0,190.0,,3
51,2,35,2208.0,572.24,2901.0,92.0,,3
51,2,54,6358.8,2119.2,8704.0,120.0,,3
35,1,77,6300.0,3150.0,11775.0,70.0,,3
35,1,26,8959.44,2986.2,7963.0,28.0,,3
51,2,62,2240.0,922.32,2901.0,28.0,,3
51,2,6,1440.0,418.68,1934.0,12.0,,3
51,2,60,80.0,40.0,121.0,4.0,,3
51,2,2,1150.08,264.96,1572.0,96.0,,3
89,4,54,1589.7,529.8,7289.0,30.0,,3
89,4,48,1320.0,660.0,1332.0,12.0,,3
89,4,46,2220.0,634.2,2264.0,30.0,,3
89,4,61,3120.0,1560.0,8502.0,78.0,,3
89,4,62,11200.0,4611.6,19847.0,140.0,,3
161,18,36,,,5584.0,,90.0,3
119,3,29,560.0,230.56,477.0,8.0,,4
155,16,62,1280.0,527.04,514.0,16.0,,4
155,16,84,3299.4,942.9,1378.0,30.0,,4
155,16,68,2039.66,470.56,868.0,34.0,,4
155,16,61,720.0,360.0,289.0,18.0,,4
155,16,18,3612.0,1204.0,1421.0,28.0,,4
155,16,5,1100.0,330.66,441.0,22.0,,4
155,16,3,791.28,217.8,784.0,36.0,,4
155,16,92,90.0,54.0,36.0,18.0,,4
155,16,28,780.0,156.0,313.0,26.0,,4
155,16,36,899.4,357.9,2518.0,30.0,,4
155,16,93,400.0,240.0,161.0,80.0,,4
155,16,88,672.0,480.0,557.0,96.0,,4
155,16,103,2000.0,888.96,803.0,4.0,,4
155,16,109,1512.0,672.0,595.0,24.0,,4
49,2,107,11199.8,6109.1,7854.0,10.0,,4
49,2,102,7999.8,4190.3,12162.0,10.0,,4
104,3,42,1109.28,256.0,823.0,8.0,,5
104,3,36,857.14,243.44,3592.0,34.0,,5
104,3,58,1133.44,219.36,3246.0,16.0,,5
104,3,85,5512.76,1630.42,11470.0,22.0,,5
104,3,45,7973.12,1840.0,22029.0,16.0,,5
104,3,66,1872.0,702.0,2901.0,26.0,,5
104,3,60,256.0,96.0,1233.0,16.0,,5
104,3,43,1975.92,456.0,13333.0,12.0,,5
104,3,57,1792.0,672.0,1784.0,28.0,,5
51,2,49,1320.0,660.0,887.0,40.0,,5
51,2,52,1596.0,798.0,1140.0,42.0,,5
51,2,32,5145.96,1445.22,3674.0,222.0,,5
104,3,19,7752.0,2052.0,14982.0,38.0,,5
104,3,25,4766.52,1100.0,10667.0,22.0,,5
104,3,23,509.46,117.48,1668.0,6.0,,5
104,3,21,391.92,41.88,412.0,12.0,,5
104,3,11,5580.0,1080.0,10054.0,18.0,,5
170,13,102,15952.8,4524.3,23367.0,30.0,,5
161,18,37,2917.6,905.1,1464.0,70.0,,5
161,18,47,3117.4,786.24,1534.0,52.0,,5
161,18,94,357.0,189.0,438.0,84.0,,5
170,13,105,23885.1,7208.1,32719.0,30.0,,5
161,18,91,42.5,22.5,109.0,10.0,,5
161,18,88,437.0,285.0,192.0,76.0,,5
161,18,29,2260.44,777.96,1179.0,36.0,,5
161,18,40,1953.0,443.52,3073.0,84.0,,5
161,18,46,1923.6,443.52,1930.0,28.0,,5
161,18,32,2016.96,550.0,2023.0,88.0,,5
161,18,14,24871.0,3927.0,33904.0,44.0,,5
161,18,77,2992.5,1282.5,1486.0,38.0,,5
161,18,55,378.0,162.0,671.0,54.0,,5
161,18,73,267.36,61.92,134.0,24.0,,5
161,18,62,8324.16,2865.2,9913.0,116.0,,5
161,18,61,1470.0,630.0,2152.0,42.0,,5
161,18,16,192.5,82.5,177.0,110.0,,5
161,18,15,16170.0,4410.0,16274.0,24.0,,5
161,18,11,6500.0,1500.0,6152.0,20.0,,5
170,13,108,5099.88,2266.56,17062.0,6.0,,5
170,13,111,4320.0,2356.8,12497.0,24.0,,5
170,13,109,2394.0,1064.0,13652.0,38.0,,5
170,13,113,432.0,216.0,574.0,36.0,,5
170,13,110,2880.0,1440.0,3905.0,24.0,,5
161,18,5,1757.12,428.26,1518.0,38.0,,5
170,13,107,4479.92,2443.64,6198.0,4.0,,5
170,13,106,18360.76,6566.78,51211.0,22.0,,5
170,13,115,1740.0,870.0,2361.0,174.0,,5
141,7,65,4680.0,2340.0,4950.0,60.0,,6
141,7,74,1216.0,347.32,2578.0,76.0,,6
141,7,78,4950.0,990.5,9424.0,50.0,,6
141,7,66,2160.0,1080.0,2285.0,24.0,,6
141,7,79,3249.48,842.4,3743.0,26.0,,6
141,7,62,2560.0,1054.08,2707.0,32.0,,6
106,3,11,6300.0,1800.0,5663.0,18.0,,6
106,3,24,2550.0,425.0,4429.0,34.0,,6
157,16,59,339.12,62.22,139.0,6.0,,6
157,16,30,307.06,131.56,130.0,26.0,,6
157,16,34,3424.68,1062.6,1485.0,84.0,,6
157,16,35,1660.56,344.84,706.0,74.0,,6
157,16,41,1145.32,209.76,470.0,38.0,,6
157,16,45,4216.56,1150.0,1795.0,8.0,,6
157,16,53,1485.2,343.2,608.0,40.0,,6
157,16,54,2039.52,555.66,835.0,42.0,,6
157,16,24,6037.08,787.08,2618.0,84.0,,6
157,16,58,594.16,137.12,253.0,8.0,,6
157,16,8,7623.0,2673.0,2969.0,66.0,,6
157,16,61,630.0,270.0,253.0,18.0,,6
157,16,67,8905.26,4025.28,3791.0,42.0,,6
157,16,75,5345.6,1185.6,2275.0,52.0,,6
157,16,83,1304.8,404.8,565.0,16.0,,6
157,16,98,199.5,85.5,83.0,38.0,,6
157,16,57,700.0,300.0,281.0,10.0,,6
155,16,112,216.0,72.0,169.0,24.0,,6
155,16,86,348.0,232.0,267.0,58.0,,6
155,16,76,1360.0,559.98,1134.0,34.0,,6
155,16,65,3432.0,1716.0,2805.0,44.0,,6
155,16,101,4400.0,1955.68,3670.0,8.0,,6
155,16,36,2518.32,1002.12,2518.0,84.0,,6
155,16,29,1260.0,518.76,1051.0,18.0,,6
157,16,16,147.0,63.0,55.0,84.0,,6
155,16,23,783.84,261.2,680.0,8.0,,6
157,16,21,603.72,78.66,248.0,18.0,,6
155,16,12,17323.8,3131.7,15608.0,30.0,,6
155,16,114,800.0,480.0,667.0,4.0,,6
157,16,1,517.0,141.0,194.0,94.0,,6
157,16,6,1112.7,261.6,478.0,10.0,,6
155,16,3,439.6,121.0,784.0,20.0,,6
155,16,88,350.0,250.0,557.0,50.0,,6
155,16,110,1680.0,840.0,1401.0,14.0,,6
92,4,13,84537.0,11518.98,65435.0,186.0,,6
92,4,86,624.0,416.0,493.0,104.0,,6
92,4,3,1582.56,435.6,1232.0,72.0,,6
92,4,94,340.0,204.0,246.0,68.0,,6
92,4,4,1862.0,532.0,3377.0,266.0,,6
99,3,26,5759.64,1919.7,5240.0,18.0,,6
99,3,20,2199.6,628.6,5081.0,20.0,,6
99,3,37,1104.0,414.0,1337.0,24.0,,6
92,4,5,4500.0,1352.7,3448.0,90.0,,6
99,3,36,1798.8,715.8,1546.0,60.0,,6
92,4,87,636.0,424.0,493.0,106.0,,6
99,3,16,256.0,128.0,548.0,128.0,,6
99,3,40,1750.0,492.1,1747.0,70.0,,6
92,4,10,1292.0,532.0,2794.0,76.0,,6
92,4,32,1600.0,533.12,1232.0,64.0,,6
99,3,15,11760.0,3920.0,10308.0,16.0,,6
124,3,76,2000.0,823.5,1715.0,50.0,,7
124,3,43,5700.0,1900.2,4887.0,30.0,,7
124,3,36,1499.0,596.5,1169.0,50.0,,7
124,3,72,3190.0,1595.0,2736.0,22.0,,7
124,3,15,14188.08,2428.08,13139.0,24.0,,7
124,3,3,703.36,193.6,639.0,32.0,,7
124,3,45,9199.68,3066.56,8520.0,16.0,,7
124,3,37,2576.0,966.0,3860.0,56.0,,7
124,3,46,1332.0,380.52,2766.0,18.0,,7
124,3,55,416.0,208.0,335.0,52.0,,7
124,3,52,1064.0,532.0,876.0,28.0,,7
124,3,22,180.0,60.0,155.0,12.0,,7
124,3,23,587.88,195.9,544.0,6.0,,7
124,3,61,1200.0,600.0,1166.0,30.0,,7
124,3,60,400.0,200.0,343.0,20.0,,7
119,3,35,1248.0,323.44,1573.0,52.0,,7
49,2,111,582.52,255.32,380.0,4.0,,7
49,2,106,4889.28,1672.74,3420.0,6.0,,7
47,2,37,6440.0,2415.0,8825.0,140.0,,7
49,2,109,1489.6,509.6,1013.0,28.0,,7
49,2,103,6755.52,2311.36,4814.0,16.0,,7
47,2,43,12160.0,4053.76,16199.0,64.0,,7
49,2,102,9146.48,3813.18,12162.0,14.0,,7
49,2,101,12075.7,4131.66,8488.0,26.0,,7
49,2,113,474.72,186.72,380.0,48.0,,7
47,2,80,9737.78,1643.46,13177.0,86.0,,7
49,2,108,1435.54,491.1,1013.0,2.0,,7
96,4,73,982.36,280.44,932.0,82.0,,7
96,4,65,9826.1,2260.1,9987.0,194.0,,7
89,4,56,972.0,486.0,1778.0,54.0,,7
96,4,32,11529.92,2394.76,16506.0,548.0,,7
89,4,72,5800.0,2900.0,7800.0,40.0,,7
96,4,80,7784.7,1572.78,7856.0,66.0,,7
96,4,113,456.0,228.0,399.0,38.0,,7
96,4,104,6999.8,3666.6,7057.0,10.0,,7
89,4,61,3360.0,1680.0,8502.0,84.0,,7
89,4,43,9120.0,3040.32,32288.0,48.0,,7
159,19,101,9044.4,2933.6,6690.0,20.0,,7
159,19,106,9825.62,2320.36,17948.0,14.0,,7
159,19,89,467.1,242.1,336.0,90.0,,7
159,19,105,19975.5,9969.3,37513.0,18.0,,7
159,19,71,2160.0,720.0,3863.0,24.0,,7
159,19,63,1560.0,360.0,1110.0,40.0,,7
159,19,108,5893.24,2115.48,6444.0,8.0,,7
159,19,64,2240.0,840.0,1593.0,70.0,,7
159,19,102,11382.48,4525.38,8848.0,18.0,,7
159,19,110,3360.0,1680.0,6010.0,28.0,,7
159,19,25,5500.0,1833.48,9838.0,22.0,,7
159,19,78,2732.4,356.7,2022.0,30.0,,7
159,19,65,3244.8,1216.8,2492.0,52.0,,7
159,19,94,570.0,342.0,1019.0,114.0,,7
159,19,113,480.0,180.0,342.0,50.0,,7
159,19,114,608.0,288.0,397.0,4.0,,7
159,19,115,640.0,320.0,1145.0,64.0,,7
159,19,70,2640.0,880.0,4722.0,22.0,,7
159,19,111,922.88,432.08,1076.0,6.0,,7
181,9,38,1500.0,500.0,1577.0,50.0,,8
181,9,72,3190.0,1595.0,5598.0,22.0,,8
181,9,30,378.0,189.0,366.0,28.0,,8
181,9,62,4320.0,1778.76,4562.0,54.0,,8
181,9,26,7679.52,2559.6,8235.0,24.0,,8
181,9,61,4320.0,2160.0,7624.0,108.0,,8
181,9,44,19140.64,3425.16,54464.0,68.0,,8
181,9,60,1520.0,760.0,1598.0,76.0,,8
181,9,59,2159.64,498.24,2361.0,36.0,,8
181,9,50,688.0,344.0,666.0,172.0,,8
181,9,66,2160.0,1080.0,2271.0,24.0,,8
181,9,11,5600.0,1600.0,5888.0,16.0,,8
181,9,2,814.64,187.68,1852.0,68.0,,8
181,9,77,4680.0,2340.0,13809.0,52.0,,8
181,9,7,1920.0,528.6,2018.0,30.0,,8
181,9,19,8160.0,3060.0,17409.0,34.0,,8
181,9,23,783.84,261.2,857.0,8.0,,8
104,3,51,2100.0,1050.0,4482.0,30.0,,8
104,3,77,4320.0,2160.0,4003.0,48.0,,8
117,3,82,960.0,320.0,876.0,32.0,,8
104,3,94,230.0,138.0,213.0,46.0,,8
117,3,24,1500.0,250.0,1251.0,20.0,,8
104,3,80,2880.0,1185.84,2668.0,18.0,,8
104,3,46,1480.0,422.8,1372.0,20.0,,8
104,3,83,3060.0,1147.5,5152.0,34.0,,8
117,3,42,4480.0,1493.52,4378.0,28.0,,8
104,3,54,635.88,211.92,929.0,12.0,,8
104,3,45,9199.68,3066.56,22029.0,16.0,,8
117,3,35,1344.0,348.32,1376.0,56.0,,8
117,3,30,432.0,216.0,500.0,32.0,,8
117,3,43,5700.0,1900.2,6129.0,30.0,,8
104,3,85,7199.52,2964.24,11470.0,24.0,,8
117,3,52,1140.0,570.0,1126.0,30.0,,8
104,3,61,1200.0,600.0,1816.0,30.0,,8
104,3,56,540.0,270.0,500.0,30.0,,8
117,3,58,639.84,182.8,625.0,8.0,,8
117,3,62,1280.0,527.04,4128.0,16.0,,8
117,3,56,648.0,324.0,625.0,36.0,,8
104,3,62,2560.0,1054.08,2372.0,32.0,,8
104,3,60,480.0,240.0,1233.0,24.0,,8
117,3,45,9199.68,3066.56,18888.0,16.0,,8
104,3,36,1558.96,620.36,3592.0,52.0,,8
117,3,69,1979.64,659.7,1751.0,18.0,,8
117,3,51,1260.0,630.0,1126.0,18.0,,8
117,3,75,5961.6,1641.6,6755.0,54.0,,8
117,3,50,216.0,108.0,250.0,54.0,,8
117,3,76,2880.0,1185.84,2752.0,72.0,,8
117,3,47,1040.0,322.72,2377.0,16.0,,8
104,3,75,3974.4,1094.4,13213.0,36.0,,8
117,3,49,528.0,264.0,375.0,16.0,,8
117,3,67,10052.5,4243.0,11007.0,50.0,,8
23,1,29,4911.48,1452.36,4533.0,84.0,,8
23,1,43,8562.32,1976.0,7464.0,52.0,,8
23,1,27,9899.12,3210.48,8628.0,28.0,,8
23,1,34,6118.4,1619.2,5438.0,160.0,,8
23,1,84,6234.24,1207.04,5540.0,64.0,,8
23,1,17,9523.2,1843.2,8300.0,128.0,,8
23,1,81,4096.0,1536.0,3290.0,64.0,,8
23,1,13,22800.96,3957.6,20653.0,48.0,,8
23,1,14,29559.6,3855.6,26774.0,54.0,,8
23,1,37,3439.92,909.92,3113.0,88.0,,8
23,1,44,9013.2,2079.9,7855.0,30.0,,8
23,1,115,672.0,252.0,563.0,84.0,,8
23,1,114,608.0,288.0,478.0,4.0,,8
23,1,60,320.0,120.0,274.0,20.0,,8
23,1,56,259.02,97.02,225.0,18.0,,8
23,1,53,991.48,192.08,915.0,28.0,,8
23,1,52,972.16,364.16,880.0,32.0,,8
23,1,51,672.0,252.0,563.0,12.0,,8
23,1,69,1715.58,395.64,1584.0,18.0,,8
95,4,21,2683.2,349.6,2243.0,80.0,,8
95,4,14,117810.0,13090.0,93103.0,220.0,,8
104,3,17,2352.0,672.0,2136.0,28.0,,8
95,4,6,2002.86,470.88,5889.0,18.0,,8
58,2,70,,,,,8.0,8
104,3,15,15112.76,2372.76,14844.0,26.0,,8
95,4,36,3889.44,1290.24,3225.0,144.0,,8
95,4,86,624.0,312.0,561.0,156.0,,8
95,4,85,8099.48,2099.5,6450.0,34.0,,8
104,3,26,5759.64,1919.7,7902.0,18.0,,8
95,4,75,9868.8,2188.8,18789.0,96.0,,8
95,4,33,7821.0,2133.0,6590.0,316.0,,8
95,4,40,9236.4,1509.3,7431.0,430.0,,8
95,4,15,161700.0,32340.0,130821.0,264.0,,8
95,4,18,32465.0,6493.0,30482.0,302.0,,8
95,4,7,1310.98,290.62,12900.0,22.0,,8
104,3,18,4128.0,1376.0,7472.0,32.0,,8
95,4,41,2712.6,496.8,3062.0,90.0,,8
128,20,64,2560.0,1280.0,3710.0,64.0,,9
128,20,31,600.0,300.0,478.0,40.0,,9
128,20,83,2700.0,1012.5,2149.0,30.0,,9
128,20,32,2100.0,699.72,1672.0,84.0,,9
128,20,68,2519.58,581.28,2166.0,42.0,,9
128,20,86,456.0,304.0,1556.0,76.0,,9
117,3,47,1170.0,363.06,2377.0,18.0,,9
117,3,55,144.0,72.0,125.0,18.0,,9
117,3,45,9199.68,3066.56,18888.0,16.0,,9
117,3,32,1250.0,416.5,1126.0,50.0,,9
117,3,44,5546.56,1848.8,6254.0,16.0,,9
117,3,61,1280.0,640.0,1126.0,32.0,,9
117,3,62,3200.0,1317.6,4128.0,40.0,,9
117,3,80,2560.0,1054.08,2377.0,16.0,,9
117,3,83,1620.0,607.5,1751.0,18.0,,9
155,16,84,,,1378.0,,2.0,9
54,2,3,3165.12,871.2,2154.0,144.0,,9
50,2,74,4672.0,1334.44,4351.0,292.0,,9
54,2,36,8225.28,3026.88,5701.0,288.0,,9
50,2,102,1599.96,838.06,1483.0,2.0,,9
50,2,72,8410.0,4205.0,7812.0,58.0,,9
50,2,77,13101.44,5181.44,12064.0,176.0,,9
92,4,24,2850.0,475.0,2042.0,38.0,,9
54,2,82,5580.0,1860.0,3927.0,186.0,,9
99,3,16,208.0,104.0,548.0,104.0,,9
92,4,1,1476.0,492.0,1114.0,246.0,,9
54,2,77,8100.0,4050.0,5574.0,90.0,,9
54,2,59,3119.48,719.68,2154.0,52.0,,9
54,2,58,5278.68,1508.1,3674.0,66.0,,9
92,4,69,1759.68,586.4,1393.0,16.0,,9
92,4,64,7680.0,3840.0,5478.0,192.0,,9
92,4,7,2304.0,634.32,1671.0,36.0,,9
92,4,63,2610.0,870.0,1857.0,58.0,,9
99,3,20,2419.56,691.46,5081.0,22.0,,9
54,2,67,35394.52,16106.98,24956.0,166.0,,9
181,9,35,1681.12,329.84,2152.0,76.0,,10
181,9,36,1425.6,450.9,1626.0,54.0,,10
181,9,19,7242.0,2142.0,17409.0,34.0,,10
181,9,13,15640.32,3078.08,18694.0,32.0,,10
181,9,53,2486.08,544.68,3052.0,68.0,,10
181,9,54,2479.36,642.2,4746.0,52.0,,10
181,9,4,331.76,71.76,452.0,52.0,,10
181,9,3,1009.0,212.5,1193.0,50.0,,10
181,9,2,735.9,127.38,1852.0,66.0,,10
181,9,45,9314.64,2414.88,11988.0,18.0,,10
181,9,1,410.4,106.4,497.0,76.0,,10
181,9,52,1808.24,744.24,2170.0,56.0,,10
181,9,44,19966.72,5175.68,54464.0,64.0,,10
181,9,85,7362.32,2421.16,9237.0,28.0,,10
181,9,57,1224.0,504.0,1427.0,18.0,,10
181,9,61,2652.0,1092.0,7624.0,78.0,,10
181,9,80,6730.56,2212.8,8286.0,48.0,,10
181,9,78,4466.4,665.28,5593.0,48.0,,10
181,9,77,4437.0,1827.0,13809.0,58.0,,10
181,9,82,1080.0,280.0,1451.0,40.0,,10
209,5,68,,,,,4.0,10
118,3,28,720.0,144.0,549.0,24.0,,10
119,3,31,540.0,270.0,514.0,36.0,,10
118,3,64,2480.0,1240.0,1921.0,62.0,,10
118,3,73,239.6,68.4,137.0,20.0,,10
160,21,65,10647.0,3549.0,7560.0,182.0,,10
160,21,67,29533.12,10477.96,21840.0,164.0,,10
160,21,63,4500.0,900.0,2820.0,120.0,,10
160,21,62,7241.28,1876.44,5510.0,114.0,,10
160,21,61,4080.0,1360.0,3240.0,136.0,,10
160,21,84,6787.44,1131.84,5080.0,72.0,,10
160,21,106,21015.12,6004.6,15500.0,28.0,,10
160,21,103,5444.46,1555.82,4980.0,14.0,,10
160,21,95,2790.0,930.0,2500.0,620.0,,10
160,21,28,2808.0,312.0,1770.0,104.0,,10
160,21,93,651.0,279.0,520.0,186.0,,10
160,21,75,9519.0,1519.0,8620.0,100.0,,10
160,21,88,2304.0,1280.0,2090.0,512.0,,10
160,21,69,1283.24,256.62,1030.0,14.0,,10
160,21,83,11552.96,2665.46,10320.0,158.0,,10
160,21,82,5500.0,1100.0,3080.0,220.0,,10
160,21,111,523.64,196.44,400.0,4.0,,10
160,21,77,6210.0,2070.0,5870.0,92.0,,10
160,21,94,903.0,387.0,510.0,258.0,,10
160,21,71,8850.0,1770.0,8140.0,118.0,,10
160,21,90,1976.0,936.0,1580.0,416.0,,10
160,21,29,11673.9,3026.1,9450.0,210.0,,10
160,21,14,103887.0,11543.0,67780.0,194.0,,10
160,21,21,769.92,69.84,700.0,24.0,,10
160,21,12,231756.78,30228.96,216890.0,426.0,,10
160,21,30,2325.3,772.8,1920.0,230.0,,10
160,21,11,33000.0,5500.0,30920.0,110.0,,10
160,21,60,1200.0,400.0,950.0,80.0,,10
160,21,25,24999.6,5000.4,16970.0,120.0,,10
160,21,26,42132.28,8426.14,39780.0,158.0,,10
160,21,27,50166.0,14334.0,45300.0,150.0,,10
160,21,10,1080.0,280.0,1010.0,80.0,,10
160,21,20,9238.46,1540.56,7770.0,98.0,,10
160,21,57,1200.0,400.0,680.0,20.0,,10
160,21,9,1172.64,164.64,850.0,112.0,,10
160,21,6,4512.2,767.36,2840.0,44.0,,10
160,21,5,10702.44,1890.0,6270.0,252.0,,10
160,21,3,8565.4,1365.04,6450.0,452.0,,10
160,21,36,9708.12,2415.92,6250.0,404.0,,10
160,21,44,5777.6,1155.4,4340.0,20.0,,10
160,21,50,186.0,62.0,150.0,62.0,,10
160,21,55,228.0,76.0,210.0,38.0,,10
160,21,2,2628.8,342.24,1960.0,248.0,,10
160,21,59,4244.8,552.8,2880.0,80.0,,10
115,3,83,2295.0,607.5,2196.0,30.0,,11
115,3,40,2130.24,405.12,1647.0,96.0,,11
115,3,77,5040.0,1890.0,4666.0,70.0,,11
109,3,112,270.0,90.0,606.0,30.0,,11
109,3,29,1400.0,576.4,2087.0,20.0,,11
115,3,85,6515.08,1926.86,5215.0,26.0,,11
109,3,115,240.0,120.0,206.0,24.0,,11
115,3,82,1196.0,276.0,1098.0,46.0,,11
109,3,108,5099.88,2266.56,11324.0,6.0,,11
109,3,102,6399.84,3352.24,6165.0,8.0,,11
109,3,14,15470.0,3094.0,15310.0,26.0,,11
106,3,15,23801.4,6161.4,22010.0,36.0,,11
106,3,29,1260.0,518.76,1121.0,18.0,,11
106,3,17,2352.0,672.0,2049.0,28.0,,11
115,3,76,1870.4,552.72,1510.0,56.0,,11
115,3,33,1543.08,355.08,1235.0,66.0,,11
50,2,36,2698.2,1073.7,3627.0,90.0,,11
54,2,6,2802.54,589.68,2027.0,26.0,,11
54,2,11,16380.0,3380.0,11401.0,52.0,,11
50,2,22,390.0,130.0,484.0,26.0,,11
50,2,35,4176.0,1082.28,5440.0,174.0,,11
50,2,30,675.0,337.5,846.0,50.0,,11
54,2,21,1647.5,189.0,1140.0,50.0,,11
50,2,114,800.0,480.0,1088.0,4.0,,11
50,2,12,88017.0,17056.5,113877.0,150.0,,11
54,2,26,27700.68,6794.34,19382.0,98.0,,11
50,2,39,6240.0,2339.52,8220.0,96.0,,11
50,2,4,1218.0,348.0,1572.0,174.0,,11
54,2,45,16253.12,3986.88,11401.0,32.0,,11
54,2,34,16726.24,4690.88,11655.0,428.0,,11
50,2,115,500.0,250.0,604.0,50.0,,11
50,2,2,3114.8,717.6,4231.0,260.0,,11
95,4,75,13167.0,2607.0,18789.0,132.0,,11
95,4,39,5308.18,1488.96,4347.0,94.0,,11
95,4,19,37947.0,10647.0,30427.0,182.0,,11
95,4,83,4690.8,1315.8,3646.0,60.0,,11
95,4,100,464.36,182.36,421.0,94.0,,11
95,4,38,2915.0,715.0,3438.0,110.0,,11
95,4,6,4958.34,1043.28,5889.0,46.0,,11
95,4,7,14341.84,2839.6,12900.0,248.0,,11
95,4,27,42119.6,14409.52,33792.0,116.0,,11
95,4,16,1388.76,536.76,1122.0,852.0,,11
113,3,13,12722.92,1730.96,12228.0,28.0,,12
113,3,64,2160.0,1080.0,2055.0,54.0,,12
113,3,7,1152.0,317.16,1795.0,18.0,,12
89,4,43,31160.0,10387.76,32288.0,164.0,,12
89,4,69,3520.0,1173.44,2759.0,32.0,,12
89,4,52,5016.0,2508.0,4053.0,132.0,,12
89,4,60,3480.0,1740.0,2673.0,174.0,,12
89,4,61,3840.0,1920.0,8502.0,96.0,,12
89,4,62,10880.0,4479.84,19847.0,136.0,,12
89,4,72,4640.0,2320.0,7800.0,32.0,,12
89,4,54,6994.68,2331.12,7289.0,132.0,,12
89,4,45,17249.4,5749.8,13366.0,30.0,,12
89,4,56,1296.0,648.0,1778.0,72.0,,12
99,3,40,,,1747.0,,4.0,12
168,22,3,,,,,2.0,12
128,20,112,216.0,72.0,348.0,24.0,,13
126,20,38,825.0,225.0,624.0,30.0,,13
126,20,29,1255.8,432.2,2351.0,20.0,,13
132,11,104,1399.96,733.32,1257.0,2.0,,13
126,20,88,563.5,367.5,471.0,98.0,,13
126,20,33,1980.0,540.0,1576.0,80.0,,13
126,20,34,3750.84,1163.8,3105.0,92.0,,13
126,20,25,7333.12,2000.0,5954.0,32.0,,13
126,20,35,1346.4,279.6,2229.0,60.0,,13
132,11,102,10434.2,2815.2,20787.0,20.0,,13
126,20,81,1820.0,780.0,2897.0,26.0,,13
126,20,75,5756.8,1276.8,4952.0,56.0,,13
126,20,74,861.3,198.36,707.0,58.0,,13
128,20,28,900.0,180.0,1544.0,30.0,,13
126,20,72,2283.66,978.66,3853.0,18.0,,13
128,20,33,1674.0,558.0,4619.0,62.0,,13
128,20,114,400.0,240.0,686.0,2.0,,13
128,20,94,470.0,282.0,1383.0,94.0,,13
132,11,107,4479.92,2443.64,6379.0,4.0,,13
126,20,87,430.0,258.0,1082.0,86.0,,13
128,20,102,3199.92,1676.12,5601.0,4.0,,13
126,20,57,1120.0,480.0,1894.0,16.0,,13
126,20,41,1265.88,231.84,1088.0,42.0,,13
